id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C02418,Nom_2418,Prenom_2418,client2418@email.com,1977-05-15,Homme,Agadir,+212633285917,2023-11-10,Social
C02419,Nom_2419,Prenom_2419,client2419@email.com,1962-05-15,Femme,CASABLANCA,+212618644746,2024-09-01,Paid
C02420,Nom_2420,Prenom_2420,client2420@email.com,1954-05-15,1,Agadir,+212639946203,2023-04-22,Social
C02421,Nom_2421,Prenom_2421,client2421@email.com,1950-05-15,0,RABAT,+212682371911,2023-01-02,Paid
C02422,Nom_2422,Prenom_2422,client2422@email.com,1955-05-15,f,TANGER,+212692122304,2023-06-11,Direct
C02423,Nom_2423,Prenom_2423,client2423@email.com,1961-05-15,Femme,tanger,+212653519370,2024-02-06,Direct
C02424,Nom_2424,Prenom_2424,client2424@email.com,2004-05-15,Homme,Tnja,+212684037780,2023-07-30,Direct
C02425,Nom_2425,Prenom_2425,client2425@email.com,1979-05-15,m,Agadir,+212622736497,2023-03-12,Direct
C02426,Nom_2426,Prenom_2426,client2426@email.com,1991-05-15,0,casa,+212656256958,2023-08-19,Social
C02427,Nom_2427,Prenom_2427,client2427@email.com,1994-05-15,m,tanger,+212624544373,2024-05-24,Social
C02428,Nom_2428,Prenom_2428,client2428@email.com,1968-05-15,0,TANGER,+212679142638,2024-10-26,Paid
C02429,Nom_2429,Prenom_2429,client2429@email.com,1963-05-15,Femme,rbat,+212681241556,2024-01-07,Direct
C02430,Nom_2430,Prenom_2430,client2430@email.com,2030-05-15,0,casa,+212619931287,2024-05-25,Paid
C02431,Nom_2431,Prenom_2431,client2431@email.com,1987-05-15,Homme,cbl,+212620442982,2024-08-08,Organic
C02432,Nom_2432,Prenom_2432,client2432@email.com,1989-05-15,m,rbat,+212691913957,2024-11-23,Social
C02433,Nom_2433,Prenom_2433,client2433@email.com,1984-05-15,f,TNG,+212675988513,2023-12-16,Paid
C02434,Nom_2434,Prenom_2434,client2434@email.com,1956-05-15,Homme,CASABLANCA,+212657069928,2023-01-08,Paid
C02435,Nom_2435,Prenom_2435,client2435@email.com,1958-05-15,m,Agadir,+212697976177,2023-09-19,Social
C02436,Nom_2436,Prenom_2436,client2436@email.com,1962-05-15,Homme,tanger,+212632586406,2023-10-04,Social
C02437,Nom_2437,Prenom_2437,client2437@email.com,1963-05-15,1,TNG,+212620575794,2024-08-16,Direct
C02438,Nom_2438,Prenom_2438,client2438@email.com,1998-05-15,f,rbat,+212627644275,2023-09-25,Paid
C02439,Nom_2439,Prenom_2439,client2439@email.com,1965-05-15,0,Agadir,+212684988697,2024-04-01,Organic
C02440,Nom_2440,Prenom_2440,client2440@email.com,1951-05-15,Femme,TANGER,+212673761174,2024-08-12,Organic
C02441,Nom_2441,Prenom_2441,client2441@email.com,2003-05-15,Femme,TANGER,+212665476345,2024-06-08,Direct
C02442,Nom_2442,Prenom_2442,client2442@email.com,1955-05-15,1,Agadir,+212679016499,2024-03-12,Paid
C02443,Nom_2443,Prenom_2443,client2443@email.com,1995-05-15,0,TANGER,+212680836546,2024-03-03,Organic
C02444,Nom_2444,Prenom_2444,client2444@email.com,1991-05-15,f,rbat,+212618874837,2024-03-27,Organic
C02445,Nom_2445,Prenom_2445,client2445@email.com,1969-05-15,m,RABAT,+212681935499,2023-02-06,Direct
C02446,Nom_2446,Prenom_2446,client2446@email.com,1974-05-15,m,RABAT,+212659335351,2023-10-19,Paid
C02447,Nom_2447,Prenom_2447,client2447@email.com,1978-05-15,Femme,tanger,+212631156912,2023-07-04,Social
C02448,Nom_2448,Prenom_2448,client2448@email.com,1962-05-15,f,cbl,+212611851018,2024-11-06,Organic
C02449,Nom_2449,Prenom_2449,client2449@email.com,1974-05-15,Homme,Tnja,+212646909258,2023-07-11,Organic
C02450,Nom_2450,Prenom_2450,client2450@email.com,2001-05-15,Homme,Agadir,+212682305108,2024-06-21,Social
C02451,Nom_2451,Prenom_2451,client2451@email,2005-05-15,m,cbl,+212673044239,2023-07-24,Paid
C02452,Nom_2452,Prenom_2452,client2452@email.com,1958-05-15,1,TANGER,+212622862425,2023-12-17,Social
C02453,Nom_2453,Prenom_2453,client2453@email.com,1989-05-15,m,CASABLANCA,+212664585929,2024-11-16,Direct
C02454,Nom_2454,Prenom_2454,client2454@email.com,1970-05-15,Femme,tanger,+212656286268,2023-06-06,Paid
C02455,Nom_2455,Prenom_2455,client2455@email.com,1981-05-15,0,Agadir,+212670198823,2023-06-27,Paid
C02456,Nom_2456,Prenom_2456,client2456@email.com,1991-05-15,0,RABAT,+212645251270,2024-03-10,Social
C02457,Nom_2457,Prenom_2457,client2457@email.com,1986-05-15,Femme,Agadir,+212680231805,2024-05-31,Social
C02458,Nom_2458,Prenom_2458,client2458@email.com,1962-05-15,Homme,TNG,+212636209644,2023-12-09,Direct
C02459,Nom_2459,Prenom_2459,client2459@email.com,1991-05-15,f,TNG,+212673997515,2023-11-10,Direct
C02460,Nom_2460,Prenom_2460,client2460@email.com,1970-05-15,0,rbat,+212672122391,2023-01-03,Social
C02461,Nom_2461,Prenom_2461,client2461@email.com,1987-05-15,m,casa,+212620310180,2024-07-13,Organic
C02462,Nom_2462,Prenom_2462,client2462@email.com,1981-05-15,Femme,Agadir,+212644264267,2024-04-25,Direct
C02463,Nom_2463,Prenom_2463,client2463@email.com,1971-05-15,m,Tnja,+212668231020,2023-03-11,Social
C02464,Nom_2464,Prenom_2464,client2464@email.com,1959-05-15,Femme,TANGER,+212656282790,2023-02-04,Paid
C02465,Nom_2465,Prenom_2465,client2465@email.com,1997-05-15,0,Tnja,+212645637303,2024-04-28,Paid
C02466,Nom_2466,Prenom_2466,client2466@email.com,1983-05-15,Homme,Tnja,+212666712209,2023-05-23,Social
C02467,Nom_2467,Prenom_2467,client2467@email.com,2001-05-15,Homme,rbat,+212686051976,2023-07-15,Organic
C02468,Nom_2468,Prenom_2468,client2468@email.com,1977-05-15,m,Agadir,+212610515658,2024-08-10,Direct
C02469,Nom_2469,Prenom_2469,client2469@email.com,2003-05-15,0,tanger,+212616330442,2024-10-21,Direct
C02470,Nom_2470,Prenom_2470,client2470@email.com,1994-05-15,f,CASABLANCA,+212664070647,2023-03-20,Social
C02471,Nom_2471,Prenom_2471,client2471@email.com,1963-05-15,f,rbat,+212690406848,2024-05-19,Social
C02472,Nom_2472,Prenom_2472,client2472@email,1999-05-15,f,CASABLANCA,+212671023735,2023-05-28,Social
C02473,Nom_2473,Prenom_2473,client2473@email.com,2000-05-15,1,casa,+212660156308,2023-10-05,Paid
C02474,Nom_2474,Prenom_2474,client2474@email.com,1955-05-15,Femme,Tnja,+212635888578,2023-06-12,Organic
C02475,Nom_2475,Prenom_2475,client2475@email.com,1978-05-15,f,RABAT,+212675836253,2024-06-16,Paid
C02476,Nom_2476,Prenom_2476,client2476@email.com,1999-05-15,0,CASABLANCA,+212679976009,2024-03-29,Direct
C02477,Nom_2477,Prenom_2477,client2477@email.com,1963-05-15,1,cbl,+212619399993,2024-05-15,Paid
C02478,Nom_2478,Prenom_2478,client2478@email.com,2002-05-15,f,RABAT,+212620292430,2023-03-22,Direct
C02479,Nom_2479,Prenom_2479,client2479@email.com,1991-05-15,m,TANGER,+212616938333,2023-12-25,Social
C02480,Nom_2480,Prenom_2480,client2480@,2002-05-15,1,TNG,+212683681080,2024-09-07,Direct
C02481,Nom_2481,Prenom_2481,client2481@email.com,1970-05-15,m,Agadir,+212667005671,2024-04-15,Organic
C02482,Nom_2482,Prenom_2482,client2482@email.com,1978-05-15,m,tanger,+212678371410,2024-08-11,Organic
C02483,Nom_2483,Prenom_2483,client2483@email.com,1990-05-15,1,Agadir,+212631726731,2023-02-06,Social
C02484,Nom_2484,Prenom_2484,client2484@email.com,1992-05-15,m,RABAT,+212621218970,2023-05-04,Organic
C02485,Nom_2485,Prenom_2485,client2485@email.com,1996-05-15,1,RABAT,+212637872094,2023-04-02,Organic
C02486,Nom_2486,Prenom_2486,client2486@email.com,1965-05-15,m,TANGER,+212687712214,2023-02-25,Paid
C02487,Nom_2487,Prenom_2487,client2487@email.com,1961-05-15,Femme,Tnja,+212646646970,2024-01-31,Paid
C02488,Nom_2488,Prenom_2488,client2488@email,1992-05-15,Homme,Tnja,+212619538659,2023-11-27,Organic
C02489,Nom_2489,Prenom_2489,client2489@email.com,1961-05-15,0,Tnja,+212670719978,2024-02-09,Paid
C02490,Nom_2490,Prenom_2490,client2490@email.com,1980-05-15,0,cbl,+212688646638,2024-06-24,Organic
C02491,Nom_2491,Prenom_2491,client2491@email.com,1989-05-15,f,Agadir,+212651406905,2024-03-05,Paid
C02492,Nom_2492,Prenom_2492,client2492@email.com,1993-05-15,m,TANGER,+212655767303,2024-06-07,Paid
C02493,Nom_2493,Prenom_2493,client2493@email,1972-05-15,1,rbat,+212686344713,2023-04-26,Direct
C02494,Nom_2494,Prenom_2494,client2494@email.com,1989-05-15,Homme,cbl,+212639051568,2024-07-23,Social
C02495,Nom_2495,Prenom_2495,client2495@email.com,1976-05-15,0,cbl,+212680235988,2024-09-25,Paid
C02496,Nom_2496,Prenom_2496,client2496@email.com,1953-05-15,Homme,Agadir,+212611682048,2024-04-18,Paid
C02497,Nom_2497,Prenom_2497,client2497@email.com,1989-05-15,Homme,CASABLANCA,+212625690670,2024-10-11,Paid
C02498,Nom_2498,Prenom_2498,client2498@email.com,1959-05-15,m,rbat,+212629920838,2024-07-16,Organic
C02499,Nom_2499,Prenom_2499,client2499@email.com,1970-05-15,0,Agadir,+212615339295,2024-01-02,Direct
C02500,Nom_2500,Prenom_2500,client2500@email.com,1979-05-15,Homme,RABAT,+212664555678,2023-02-02,Paid
C02501,Nom_2501,Prenom_2501,client2501@email.com,1989-05-15,f,Agadir,+212689587852,2024-01-09,Direct
C02502,Nom_2502,Prenom_2502,client2502@email.com,2003-05-15,Homme,casa,+212691288400,2024-10-14,Direct
C02503,Nom_2503,Prenom_2503,client2503@email.com,1993-05-15,0,casa,+212614666223,2024-03-02,Direct
C02504,Nom_2504,Prenom_2504,client2504@email.com,1982-05-15,Femme,casa,+212674421353,2023-08-27,Social
C02505,Nom_2505,Prenom_2505,client2505@email.com,1991-05-15,0,tanger,+212681874644,2024-01-23,Direct
C02506,Nom_2506,Prenom_2506,client2506@email.com,1965-05-15,0,TNG,+212682310710,2024-07-20,Direct
C02507,Nom_2507,Prenom_2507,client2507@email.com,1978-05-15,m,Tnja,+212670142820,2023-08-10,Organic
C02508,Nom_2508,Prenom_2508,client2508@email.com,1996-05-15,f,Agadir,+212696497961,2023-06-27,Direct
C02509,Nom_2509,Prenom_2509,client2509@email.com,1986-05-15,0,TANGER,+212643311293,2023-05-12,Social
C02510,Nom_2510,Prenom_2510,client2510@email.com,1998-05-15,0,TANGER,+212623473085,2023-07-01,Direct
C02511,Nom_2511,Prenom_2511,client2511@email.com,1982-05-15,1,tanger,+212668339317,2023-11-14,Direct
C02512,Nom_2512,Prenom_2512,client2512@email.com,1951-05-15,1,RABAT,+212648331986,2023-02-03,Organic
C02513,Nom_2513,Prenom_2513,client2513@email.com,1959-05-15,Femme,RABAT,+212613553887,2024-06-17,Organic
C02514,Nom_2514,Prenom_2514,client2514@email.com,1984-05-15,f,Tnja,+212661955718,2023-09-23,Organic
C02515,Nom_2515,Prenom_2515,client2515@email.com,2004-05-15,f,casa,+212623062331,2023-11-03,Direct
C02516,Nom_2516,Prenom_2516,client2516@email.com,1990-05-15,0,RABAT,+212624830803,2024-05-20,Social
C02517,Nom_2517,Prenom_2517,client2517@email.com,1988-05-15,m,TANGER,+212649584206,2023-07-07,Direct
C02518,Nom_2518,Prenom_2518,client2518@email.com,2001-05-15,1,CASABLANCA,+212668725294,2023-01-30,Organic
C02519,Nom_2519,Prenom_2519,client2519@email.com,1955-05-15,m,Agadir,+212656946037,2023-11-30,Social
C02520,Nom_2520,Prenom_2520,client2520@email.com,1956-05-15,1,Agadir,+212646423471,2024-11-16,Paid
C02521,Nom_2521,Prenom_2521,client2521@email.com,1968-05-15,1,CASABLANCA,+212650928149,2024-08-17,Direct
C02522,Nom_2522,Prenom_2522,client2522@email.com,1968-05-15,0,tanger,+212699345793,2023-07-22,Paid
C02523,Nom_2523,Prenom_2523,client2523@email.com,1998-05-15,1,tanger,+212682807691,2024-06-16,Social
C02524,Nom_2524,Prenom_2524,client2524@email.com,1962-05-15,f,tanger,+212693729307,2023-04-05,Paid
C02525,Nom_2525,Prenom_2525,client2525@email.com,1959-05-15,0,TNG,+212629867282,2024-01-25,Social
C02526,Nom_2526,Prenom_2526,client2526@email.com,1999-05-15,f,cbl,+212632860271,2024-01-13,Direct
C02527,Nom_2527,Prenom_2527,client2527@email.com,1957-05-15,m,Agadir,+212630174846,2023-08-11,Paid
C02528,Nom_2528,Prenom_2528,client2528@email.com,1959-05-15,0,Tnja,+212666751606,2024-03-27,Paid
C02529,Nom_2529,Prenom_2529,client2529@email.com,1961-05-15,Femme,TANGER,+212656416922,2024-05-27,Social
C02530,Nom_2530,Prenom_2530,client2530@email.com,1987-05-15,Femme,TNG,+212612980996,2023-07-16,Direct
C02531,Nom_2531,Prenom_2531,client2531@email.com,2003-05-15,Homme,Agadir,+212653552930,2024-02-04,Paid
C02532,Nom_2532,Prenom_2532,client2532@email.com,1988-05-15,Femme,tanger,+212659677391,2023-12-16,Social
C02533,Nom_2533,Prenom_2533,client2533@email.com,1986-05-15,Femme,cbl,+212645092633,2024-05-17,Direct
C02534,Nom_2534,Prenom_2534,client2534@email.com,1972-05-15,Homme,TNG,+212641662495,2023-04-03,Social
C02535,Nom_2535,Prenom_2535,client2535@email.com,1976-05-15,m,RABAT,+212675295135,2023-06-18,Organic
C02536,Nom_2536,Prenom_2536,client2536@email.com,2030-05-15,0,TANGER,+212641501623,2023-06-03,Paid
C02537,Nom_2537,Prenom_2537,client2537@email.com,1978-05-15,Femme,rbat,+212681383955,2023-03-12,Paid
C02538,Nom_2538,Prenom_2538,client2538@email.com,1989-05-15,m,TNG,+212616720395,2023-07-21,Social
C02539,Nom_2539,Prenom_2539,client2539@email.com,1953-05-15,1,TNG,+212617100762,2024-06-15,Social
C02540,Nom_2540,Prenom_2540,client2540@email.com,1960-05-15,Femme,TNG,+212619488676,2024-05-27,Organic
C02541,Nom_2541,Prenom_2541,client2541@email.com,1986-05-15,m,CASABLANCA,+212611407724,2024-07-04,Social
C02542,Nom_2542,Prenom_2542,client2542@email.com,1997-05-15,Homme,TNG,+212632669668,2024-11-12,Organic
C02543,Nom_2543,Prenom_2543,client2543@email.com,1985-05-15,1,tanger,+212647011462,2023-12-17,Organic
C02544,Nom_2544,Prenom_2544,client2544@email.com,1978-05-15,Femme,RABAT,+212684243171,2023-08-03,Organic
C02545,Nom_2545,Prenom_2545,client2545@email.com,1952-05-15,Femme,CASABLANCA,+212617970742,2024-08-31,Direct
C02546,Nom_2546,Prenom_2546,client2546@email.com,1966-05-15,Homme,casa,+212634740200,2024-09-22,Social
C02547,Nom_2547,Prenom_2547,client2547@email.com,1954-05-15,Femme,cbl,+212629693203,2023-04-18,Direct
C02548,Nom_2548,Prenom_2548,client2548@email.com,1950-05-15,Femme,casa,+212649061724,2023-08-05,Paid
C02549,Nom_2549,Prenom_2549,client2549@email.com,1969-05-15,f,Tnja,+212620653141,2024-11-30,Social
C02550,Nom_2550,Prenom_2550,client2550@email.com,1998-05-15,Femme,rbat,+212689322187,2023-11-14,Organic
C02551,Nom_2551,Prenom_2551,client2551@email.com,1953-05-15,0,casa,+212617505180,2023-05-31,Social
C02552,Nom_2552,Prenom_2552,client2552@email.com,1966-05-15,m,CASABLANCA,+212650030303,2023-03-20,Organic
C02553,Nom_2553,Prenom_2553,client2553@email.com,1997-05-15,1,TNG,+212658534256,2024-09-30,Organic
C02554,Nom_2554,Prenom_2554,client2554@email.com,1952-05-15,Homme,tanger,+212624339388,2023-06-18,Direct
C02555,Nom_2555,Prenom_2555,client2555@email.com,1985-05-15,0,casa,+212681225940,2023-06-26,Social
C02556,Nom_2556,Prenom_2556,client2556@email.com,1970-05-15,f,Agadir,+212680563043,2023-11-29,Organic
C02557,Nom_2557,Prenom_2557,client2557@email.com,2004-05-15,Femme,casa,+212664356121,2023-01-28,Organic
C02558,Nom_2558,Prenom_2558,client2558@email.com,1979-05-15,1,RABAT,+212629645162,2024-01-27,Organic
C02559,Nom_2559,Prenom_2559,client2559@email.com,1989-05-15,f,TANGER,+212694567201,2023-02-06,Paid
C02560,Nom_2560,Prenom_2560,client2560@email.com,1953-05-15,f,TANGER,+212612041052,2023-07-20,Direct
C02561,Nom_2561,Prenom_2561,client2561@email.com,1984-05-15,Homme,Agadir,+212676517116,2024-01-16,Paid
C02562,Nom_2562,Prenom_2562,client2562@email.com,1973-05-15,1,RABAT,+212693766639,2023-11-15,Direct
C02563,Nom_2563,Prenom_2563,client2563@email.com,1965-05-15,Femme,cbl,+212633680742,2023-07-03,Social
C02564,Nom_2564,Prenom_2564,client2564@email.com,1950-05-15,f,TANGER,+212628528674,2023-06-10,Social
C02565,Nom_2565,Prenom_2565,client2565@email.com,1977-05-15,0,casa,+212646190726,2024-08-14,Direct
C02566,Nom_2566,Prenom_2566,client2566@email.com,1986-05-15,f,rbat,+212688677637,2023-03-07,Direct
C02567,Nom_2567,Prenom_2567,client2567@email.com,1966-05-15,f,Agadir,+212644180343,2023-02-28,Paid
C02568,Nom_2568,Prenom_2568,client2568@email.com,1979-05-15,m,TNG,+212634715312,2023-03-25,Direct
C02569,Nom_2569,Prenom_2569,client2569@email.com,1966-05-15,0,RABAT,+212668907209,2024-05-06,Paid
C02570,Nom_2570,Prenom_2570,client2570@email.com,1992-05-15,0,cbl,+212652613185,2024-07-21,Organic
C02571,Nom_2571,Prenom_2571,client2571@email.com,1962-05-15,1,RABAT,+212677345618,2024-11-24,Social
C02572,Nom_2572,Prenom_2572,client2572@email.com,1959-05-15,1,CASABLANCA,+212629888861,2024-11-17,Social
C02573,Nom_2573,Prenom_2573,client2573@email.com,1973-05-15,1,Agadir,+212629205573,2024-04-19,Social
C02574,Nom_2574,Prenom_2574,client2574@email.com,1950-05-15,m,RABAT,+212667205240,2023-07-21,Social
C02575,Nom_2575,Prenom_2575,client2575@email.com,1995-05-15,Femme,casa,+212637149970,2024-04-28,Direct
C02576,Nom_2576,Prenom_2576,client2576@email.com,1979-05-15,m,cbl,+212682443039,2024-02-13,Direct
C02577,Nom_2577,Prenom_2577,client2577@email.com,1960-05-15,Femme,tanger,+212663033311,2023-12-25,Organic
C02578,Nom_2578,Prenom_2578,client2578@email.com,1955-05-15,Homme,rbat,+212667931237,2023-05-26,Direct
C02579,Nom_2579,Prenom_2579,client2579@email.com,1987-05-15,Femme,Agadir,+212651866419,2024-10-22,Paid
C02580,Nom_2580,Prenom_2580,client2580@email.com,1956-05-15,1,casa,+212644843735,2024-05-08,Direct
C02581,Nom_2581,Prenom_2581,client2581@email.com,1992-05-15,0,cbl,+212695820938,2023-12-03,Social
C02582,Nom_2582,Prenom_2582,client2582@email.com,1951-05-15,Homme,RABAT,+212661718247,2024-02-02,Paid
C02583,Nom_2583,Prenom_2583,client2583@email.com,1998-05-15,f,TANGER,+212658234881,2023-06-20,Organic
C02584,Nom_2584,Prenom_2584,client2584@,1975-05-15,1,TANGER,+212696407436,2023-12-17,Social
C02585,Nom_2585,Prenom_2585,client2585@email.com,1955-05-15,f,CASABLANCA,+212625614248,2023-10-05,Paid
C02586,Nom_2586,Prenom_2586,client2586@email.com,1968-05-15,0,tanger,+212650504744,2023-09-28,Social
C02587,Nom_2587,Prenom_2587,client2587@email.com,1990-05-15,Homme,TNG,+212664290504,2024-05-05,Paid
C02588,Nom_2588,Prenom_2588,client2588@email.com,1998-05-15,Homme,TANGER,+212638356596,2023-03-28,Direct
C02589,Nom_2589,Prenom_2589,client2589@email.com,1996-05-15,f,cbl,+212621910353,2023-07-05,Organic
C02590,Nom_2590,Prenom_2590,client2590@email.com,1977-05-15,f,cbl,+212618518824,2024-04-15,Social
C02591,Nom_2591,Prenom_2591,client2591@email.com,1966-05-15,m,rbat,+212627783166,2024-03-19,Organic
C02592,Nom_2592,Prenom_2592,client2592@email.com,2004-05-15,Femme,Tnja,+212656378981,2023-10-02,Paid
C02593,Nom_2593,Prenom_2593,client2593@email.com,1966-05-15,f,cbl,+212617198126,2024-11-03,Direct
C02594,Nom_2594,Prenom_2594,client2594@email.com,1974-05-15,0,RABAT,+212681952370,2023-12-28,Social
C02595,Nom_2595,Prenom_2595,client2595@email.com,1962-05-15,0,casa,+212658407141,2024-07-26,Social
C02596,Nom_2596,Prenom_2596,client2596@email.com,1986-05-15,Femme,casa,+212625901753,2023-02-04,Social
C02597,Nom_2597,Prenom_2597,client2597@email.com,1989-05-15,Femme,RABAT,+212633031806,2024-03-13,Paid
C02598,Nom_2598,Prenom_2598,client2598@email.com,1975-05-15,f,RABAT,+212664843816,2024-07-24,Paid
C02599,Nom_2599,Prenom_2599,client2599@email.com,1850-05-15,f,RABAT,+212699209459,2023-06-14,Paid
C02600,Nom_2600,Prenom_2600,client2600@email.com,1989-05-15,Homme,rbat,+212693403873,2024-09-15,Direct
C02601,Nom_2601,Prenom_2601,client2601@email.com,1998-05-15,0,casa,+212622163656,2024-04-13,Organic
C02602,Nom_2602,Prenom_2602,client2602@email.com,1850-05-15,1,Tnja,+212676881391,2023-07-13,Paid
C02603,Nom_2603,Prenom_2603,client2603@email.com,1967-05-15,1,CASABLANCA,+212677390902,2023-12-07,Social
C02604,Nom_2604,Prenom_2604,client2604@email.com,1989-05-15,0,CASABLANCA,+212668678212,2023-06-30,Paid
C02605,Nom_2605,Prenom_2605,client2605@email.com,1983-05-15,1,Agadir,+212615233136,2024-08-08,Social
C02606,Nom_2606,Prenom_2606,client2606@email.com,1955-05-15,1,cbl,+212685149237,2023-06-05,Social
C02607,Nom_2607,Prenom_2607,client2607@email.com,1998-05-15,Homme,Tnja,+212670872378,2023-05-01,Direct
C02608,Nom_2608,Prenom_2608,client2608@email.com,1982-05-15,Femme,tanger,+212621687581,2024-06-03,Paid
C02609,Nom_2609,Prenom_2609,client2609@email.com,1981-05-15,0,RABAT,+212669442312,2024-09-17,Organic
C02610,Nom_2610,Prenom_2610,client2610@email.com,1986-05-15,Femme,CASABLANCA,+212676456406,2023-09-26,Organic
C02611,Nom_2611,Prenom_2611,client2611@email.com,1995-05-15,0,casa,+212650752618,2023-11-13,Direct
C02612,Nom_2612,Prenom_2612,client2612@email.com,2000-05-15,Femme,TANGER,+212684811483,2023-11-03,Paid
C02613,Nom_2613,Prenom_2613,client2613@email.com,1977-05-15,f,TANGER,+212670048875,2023-03-21,Social
C02614,Nom_2614,Prenom_2614,client2614@email.com,1975-05-15,Homme,TANGER,+212630087194,2023-03-07,Organic
C02615,Nom_2615,Prenom_2615,client2615@email.com,1954-05-15,f,Agadir,+212671657166,2024-11-02,Paid
C02616,Nom_2616,Prenom_2616,client2616@email,1981-05-15,Homme,RABAT,+212623877827,2024-05-05,Paid
C02617,Nom_2617,Prenom_2617,client2617@email.com,1978-05-15,Homme,cbl,+212692573911,2023-03-23,Paid
C02618,Nom_2618,Prenom_2618,client2618@email.com,2003-05-15,m,RABAT,+212696376280,2023-01-01,Direct
C02619,Nom_2619,Prenom_2619,client2619@email.com,1984-05-15,m,rbat,+212653467331,2023-06-21,Paid
C02620,Nom_2620,Prenom_2620,client2620@email.com,1966-05-15,Homme,Agadir,+212660415841,2023-10-13,Organic
C02621,Nom_2621,Prenom_2621,client2621@email.com,1991-05-15,1,tanger,+212683145131,2023-05-16,Paid
C02622,Nom_2622,Prenom_2622,client2622@email.com,1958-05-15,f,CASABLANCA,+212681599830,2023-09-14,Direct
C02623,Nom_2623,Prenom_2623,client2623@email.com,1988-05-15,f,cbl,+212693430015,2023-08-26,Direct
C02624,Nom_2624,Prenom_2624,client2624@email.com,1980-05-15,Homme,rbat,+212696716021,2024-04-09,Direct
C02625,Nom_2625,Prenom_2625,client2625@email.com,1960-05-15,Homme,cbl,+212614561404,2023-10-16,Social
C02626,Nom_2626,Prenom_2626,client2626@email.com,2000-05-15,m,TNG,+212669408373,2023-07-11,Social
C02627,Nom_2627,Prenom_2627,client2627@email.com,1988-05-15,0,tanger,+212672570858,2024-10-07,Social
C02628,Nom_2628,Prenom_2628,client2628@email.com,1991-05-15,Femme,TANGER,+212669566483,2023-07-01,Direct
C02629,Nom_2629,Prenom_2629,client2629@email.com,1992-05-15,0,CASABLANCA,+212657822757,2024-10-26,Paid
C02630,Nom_2630,Prenom_2630,client2630@email.com,1960-05-15,0,Agadir,+212627377615,2023-07-11,Organic
C02631,Nom_2631,Prenom_2631,client2631@email.com,1990-05-15,0,Tnja,+212654058435,2024-06-07,Direct
C02632,Nom_2632,Prenom_2632,client2632@email.com,1971-05-15,0,Tnja,+212625296219,2024-11-04,Organic
C02633,Nom_2633,Prenom_2633,client2633@email.com,1952-05-15,f,tanger,+212616637126,2024-03-18,Social
C02634,Nom_2634,Prenom_2634,client2634@email.com,1999-05-15,1,rbat,+212618462844,2023-11-02,Direct
C02635,Nom_2635,Prenom_2635,client2635@email.com,1975-05-15,0,TNG,+212690556555,2024-09-25,Paid
C02636,Nom_2636,Prenom_2636,client2636@email.com,1992-05-15,Homme,rbat,+212622496628,2023-08-28,Paid
C02637,Nom_2637,Prenom_2637,client2637@email.com,1987-05-15,Homme,RABAT,+212629573799,2023-07-24,Direct
C02638,Nom_2638,Prenom_2638,client2638@email.com,1954-05-15,Homme,tanger,+212613680175,2023-09-22,Social
C02639,Nom_2639,Prenom_2639,client2639@email.com,1971-05-15,1,RABAT,+212642203227,2024-02-21,Paid
C02640,Nom_2640,Prenom_2640,client2640@email.com,1955-05-15,1,Agadir,+212689136541,2023-07-12,Organic
C02641,Nom_2641,Prenom_2641,client2641@email.com,2005-05-15,Femme,cbl,+212670292515,2024-04-19,Social
C02642,Nom_2642,Prenom_2642,client2642@email.com,1998-05-15,0,tanger,+212655114181,2024-08-23,Social
C02643,Nom_2643,Prenom_2643,client2643@email.com,1953-05-15,f,TANGER,+212654812995,2024-01-03,Social
C02644,Nom_2644,Prenom_2644,client2644@email.com,2030-05-15,f,TANGER,+212634862911,2024-06-15,Organic
C02645,Nom_2645,Prenom_2645,client2645@email.com,1951-05-15,m,TNG,+212667843150,2024-03-24,Organic
C02646,Nom_2646,Prenom_2646,client2646@email.com,1967-05-15,Femme,cbl,+212681732610,2024-06-13,Organic
C02647,Nom_2647,Prenom_2647,client2647@email.com,2004-05-15,0,Agadir,+212624034014,2024-03-17,Direct
C02648,Nom_2648,Prenom_2648,client2648@email.com,1975-05-15,Homme,casa,+212689063956,2023-02-15,Direct
C02649,Nom_2649,Prenom_2649,client2649@email.com,1988-05-15,0,cbl,+212685475801,2023-08-03,Paid
C02650,Nom_2650,Prenom_2650,client2650@email.com,1997-05-15,Homme,rbat,+212687432802,2024-08-17,Paid
C02651,Nom_2651,Prenom_2651,client2651@email.com,1991-05-15,1,Agadir,+212613026003,2024-04-17,Direct
C02652,Nom_2652,Prenom_2652,client2652@email.com,1990-05-15,Femme,Agadir,+212632630604,2024-06-19,Social
C02653,Nom_2653,Prenom_2653,client2653@email.com,2000-05-15,0,tanger,+212695963608,2023-05-16,Social
C02654,Nom_2654,Prenom_2654,client2654@email.com,1978-05-15,1,tanger,+212682002836,2023-12-30,Paid
C02655,Nom_2655,Prenom_2655,client2655@email.com,1985-05-15,m,casa,+212626347467,2023-10-08,Social
C02656,Nom_2656,Prenom_2656,client2656@email.com,1962-05-15,0,CASABLANCA,+212660065680,2023-02-06,Direct
C02657,Nom_2657,Prenom_2657,client2657@email.com,1985-05-15,1,TANGER,+212643691100,2024-10-10,Direct
